,Iteration: Iteration,Drag in X Monitor: Force (N),Iteration,Drag in X Monitor: Drag in X Monitor (N)
88,89.0,5.5520300112995615,,
89,90.0,5.532607853744027,,
90,91.0,5.513525022631843,,
91,92.0,5.494904985750022,,
92,93.0,5.476714344419346,,
93,94.0,5.459075057367154,,
94,95.0,5.442133238502207,,
95,96.0,5.4255779570067695,,
96,97.0,5.409971848380301,,
97,98.0,5.395271457588461,,
98,99.0,5.381522702427684,,
99,100.0,5.368434630373836,,
100,101.0,5.356039813496905,,
101,102.0,5.344370828999602,,
102,103.0,5.333428443122116,,
103,104.0,5.32318449438103,,
104,105.0,5.314024840745173,,
105,106.0,5.305061850969279,,
106,107.0,5.296397446919082,,
107,108.0,5.288220653266068,,
108,109.0,5.280539635315345,,
109,110.0,5.273285773229176,,
110,111.0,5.2661281348822255,,
111,112.0,5.259510184692118,,
112,113.0,5.253205691172604,,
113,114.0,5.247028481703781,,
114,115.0,5.240935911547003,,
115,116.0,5.234899418713232,,
116,117.0,5.228916025122714,,
117,118.0,5.222967139987929,,
118,119.0,5.217044948509513,,
119,120.0,5.211130248874543,,
120,121.0,5.205210226047977,,
121,122.0,5.199320664844381,,
122,123.0,5.1934052446906085,,
123,124.0,5.187444858504993,,
124,125.0,5.18146796088786,,
125,126.0,5.175485230290132,,
126,127.0,5.169494741772866,,
127,128.0,5.163494253287549,,
128,129.0,5.157479104300917,,
129,130.0,5.151461352461491,,
130,131.0,5.145453039997997,,
131,132.0,5.139447176525394,,
132,133.0,5.133249033298017,,
133,134.0,5.127335015849945,,
134,135.0,5.121728568777081,,
135,136.0,5.11563376248545,,
136,137.0,5.109712877124869,,
137,138.0,5.103972901571889,,
138,139.0,5.098326761906096,,
139,140.0,5.0927549378999135,,
140,141.0,5.08725530010747,,
141,142.0,5.081843093951184,,
142,143.0,5.076539400546956,,
143,144.0,5.071317273660664,,
144,145.0,5.066254458103151,,
145,146.0,5.0613423814487275,,
146,147.0,5.056575753251188,,
147,148.0,5.051958885866683,,
148,149.0,5.0474830785082325,,
149,150.0,5.043167922422519,,
150,151.0,5.039012791745959,,
151,152.0,5.035014441265863,,
152,153.0,5.031180460399368,,
153,154.0,5.027508222223707,,
154,155.0,5.02400350712324,,
155,156.0,5.020663017343337,,
156,157.0,5.017485784429425,,
157,158.0,5.014483826215932,,
158,159.0,5.01161938778767,,
159,160.0,5.008888582615467,,
160,161.0,5.006290909592507,,
161,162.0,5.003823318341633,,
162,163.0,5.0014784502249565,,
163,164.0,4.999250905875615,,
164,165.0,4.997128514965646,,
165,166.0,4.9951003775757465,,
166,167.0,4.993157196028153,,
167,168.0,4.9912903220433495,,
168,169.0,4.9894916111558665,,
169,170.0,4.987753423596381,,
170,171.0,4.986072091818797,,
171,172.0,4.984437273361408,,
172,173.0,4.98284204135294,,
173,174.0,4.981280754741058,,
174,175.0,4.979747896786947,,
175,176.0,4.978239080380932,,
176,177.0,4.97675077235219,,
177,178.0,4.975127968071209,,
178,179.0,4.97382891865356,,
179,180.0,4.972230070925543,,
180,181.0,4.970814843201435,,
181,182.0,4.9693448695381015,,
182,183.0,4.967957011573006,,
183,184.0,4.966579219597053,,
184,185.0,4.965201670882969,,
185,186.0,4.9638281197483405,,
186,187.0,4.962461962158006,,
187,188.0,4.961105839212493,,
188,189.0,4.959761688378196,,
189,190.0,4.958431012688268,,
190,191.0,4.957115204334045,,
191,192.0,4.9558158262053045,,
192,193.0,4.954534178190141,,
193,194.0,4.953271172356543,,
194,195.0,4.952027051335817,,
195,196.0,4.9508013656971865,,
196,197.0,4.949596288444393,,
197,198.0,4.948412123450609,,
198,199.0,4.947250673008719,,
199,200.0,4.946111493469882,,
200,201.0,4.944994482267092,,
201,202.0,4.943899739862499,,
202,203.0,4.942827263153328,,
203,204.0,4.941776975808464,,
204,205.0,4.94074889854657,,
205,206.0,4.939742869542257,,
206,207.0,4.9387584390266985,,
207,208.0,4.937795056042647,,
208,209.0,4.936852218925552,,
209,210.0,4.9359290360309,,
210,211.0,4.935024937512654,,
211,212.0,4.934139380638977,,
212,213.0,4.933271471841985,,
213,214.0,4.932420339418157,,
214,215.0,4.93158491924448,,
215,216.0,4.930764500782827,,
216,217.0,4.9299586981894175,,
217,218.0,4.929166019244025,,
218,219.0,4.92838620472908,,
219,220.0,4.927618240527307,,
220,221.0,4.926861552638316,,
221,222.0,4.926115564392319,,
222,223.0,4.925378978602954,,
223,224.0,4.9246523547360255,,
224,225.0,4.9239347755721,,
225,226.0,4.923225628396057,,
226,227.0,4.922524558097555,,
227,228.0,4.921831276172051,,
228,229.0,4.921145587337801,,
229,230.0,4.920467185407016,,
230,231.0,4.919795837354277,,
231,232.0,4.919131333461053,,
232,233.0,4.918473567103373,,
233,234.0,4.917822398768744,,
234,235.0,4.917177797848585,,
235,236.0,4.916539732679272,,
236,237.0,4.915908253404815,,
237,238.0,4.915283457953738,,
238,239.0,4.914665497618204,,
239,240.0,4.91405454989714,,
240,241.0,4.913450777616841,,
241,242.0,4.91285432866728,,
242,243.0,4.912265362905119,,
243,244.0,4.911684008590337,,
244,245.0,4.911110242509621,,
245,246.0,4.910544416224572,,
246,247.0,4.909986542812986,,
247,248.0,4.90943721386748,,
248,249.0,4.908896218660429,,
249,250.0,4.908363698990639,,
250,251.0,4.907839738767767,,
251,252.0,4.9073243621726315,,
252,253.0,4.9068175211952605,,
253,254.0,4.90631643175081,,
254,255.0,4.905826686976785,,
255,256.0,4.905347048014653,,
256,257.0,4.904875912123151,,
257,258.0,4.904412602579761,,
258,259.0,4.903957033346002,,
259,260.0,4.903509353421834,,
260,261.0,4.9030696022170535,,
261,262.0,4.90263766331115,,
262,263.0,4.902213394440749,,
263,264.0,4.901796655933025,,
264,265.0,4.901387255920213,,
265,266.0,4.9009850117459735,,
266,267.0,4.900589707393087,,
267,268.0,4.90020110615688,,
268,269.0,4.899819003227098,,
269,270.0,4.8994432262024405,,
270,271.0,4.89907357685852,,
271,272.0,4.898709842500348,,
272,273.0,4.898351799892513,,
273,274.0,4.8979992418521245,,
274,275.0,4.897652049167705,,
275,276.0,4.89731006016014,,
276,277.0,4.896973116852417,,
277,278.0,4.896641155587241,,
278,279.0,4.896313982727415,,
279,280.0,4.895991444755529,,
280,281.0,4.895673399077278,,
281,282.0,4.895359696959025,,
282,283.0,4.895050212703718,,
283,284.0,4.894744817623711,,
284,285.0,4.894443399082606,,
285,286.0,4.894145942563395,,
286,287.0,4.89385238574191,,
287,288.0,4.893562654244721,,
288,289.0,4.893276689737999,,
289,290.0,4.892994458002873,,
290,291.0,4.892715940652825,,
291,292.0,4.892441271957782,,
292,293.0,4.892162528734153,,
293,294.0,4.891896358617652,,
294,295.0,4.891635623412154,,
295,296.0,4.891377508770095,,
296,297.0,4.891121576662456,,
297,298.0,4.890868237483249,,
298,299.0,4.890617970415945,,
299,300.0,4.890371056228837,,
300,301.0,4.890127597338381,,
301,302.0,4.889887596381164,,
302,303.0,4.8896510171325405,,
303,304.0,4.889417802034048,,
304,305.0,4.889187854341629,,
305,306.0,4.888961231183744,,
306,307.0,4.888737961812136,,
307,308.0,4.888517928869684,,
308,309.0,4.888301089201936,,
309,310.0,4.888087441781469,,
310,311.0,4.8878769791422805,,
311,312.0,4.887669664034871,,
312,313.0,4.887465452689147,,
313,314.0,4.887264301683919,,
314,315.0,4.887066145162951,,
315,316.0,4.886870952811533,,
316,317.0,4.886678675751464,,
317,318.0,4.886489283402506,,
318,319.0,4.886302713383734,,
319,320.0,4.886118941479,,
320,321.0,4.885937914891921,,
321,322.0,4.885759583794794,,
322,323.0,4.885583901989717,,
323,324.0,4.8854108257429445,,
324,325.0,4.88524031244147,,
325,326.0,4.885083380278528,,
326,327.0,4.884913032748332,,
327,328.0,4.884746672587584,,
328,329.0,4.8845847608504975,,
329,330.0,4.884426013248241,,
330,331.0,4.884269766097188,,
331,332.0,4.88411581007271,,
332,333.0,4.883964136831248,,
333,334.0,4.88381476387746,,
334,335.0,4.883667537765344,,
335,336.0,4.883522539305137,,
336,337.0,4.883379708879527,,
337,338.0,4.883238994773508,,
338,339.0,4.883100364693233,,
339,340.0,4.882963789284238,,
340,341.0,4.882829258694336,,
341,342.0,4.8826967368735055,,
342,343.0,4.882566183508446,,
343,344.0,4.882437572683306,,
344,345.0,4.88231087783528,,
345,346.0,4.882186077718885,,
346,347.0,4.882063149229014,,
347,348.0,4.88194206883017,,
348,349.0,4.88182281553294,,
349,350.0,4.881705364253955,,
350,351.0,4.881589693477805,,
351,352.0,4.881475780605984,,
352,353.0,4.881363608768932,,
353,354.0,4.881253154208808,,
354,355.0,4.881144394503068,,
355,356.0,4.881037305898393,,
356,357.0,4.880931865377948,,
357,358.0,4.880828051723627,,
358,359.0,4.880725842017969,,
359,360.0,4.880625213221517,,
360,361.0,4.880526142068442,,
361,362.0,4.880428604008002,,
362,363.0,4.880332577596471,,
363,364.0,4.880238040009798,,
364,365.0,4.880144969477306,,
365,366.0,4.88005334369871,,
366,367.0,4.879963140396963,,
367,368.0,4.879874338490666,,
368,369.0,4.879786915379701,,
369,370.0,4.879700847887303,,
370,371.0,4.879616113343471,,
371,372.0,4.8795326894864415,,
372,373.0,4.879450554324094,,
373,374.0,4.879369687661037,,
374,375.0,4.879290066450214,,
375,376.0,4.87921166763434,,
376,377.0,4.879134473175765,,
377,378.0,4.8790584610787295,,
378,379.0,4.878983613859438,,
379,380.0,4.878909911707428,,
380,381.0,4.878837333907088,,
381,382.0,4.878765859939793,,
382,383.0,4.878695469683786,,
383,384.0,4.8786261446006165,,
384,385.0,4.87855786706648,,
385,386.0,4.878490618499754,,
386,387.0,4.878424386364977,,
387,388.0,4.878359155011948,,
388,389.0,4.878294906249381,,
389,390.0,4.878231616369744,,
390,391.0,4.878169276347918,,
391,392.0,4.878107869568574,,
392,393.0,4.8780473809987726,,
393,394.0,4.877987795900217,,
394,395.0,4.877929102844789,,
395,396.0,4.877871289821225,,
396,397.0,4.8778143435879855,,
397,398.0,4.877758251023681,,
398,399.0,4.877702998694609,,
399,400.0,4.877648573815672,,
400,401.0,4.877594964526959,,
401,402.0,4.877542155869099,,
402,403.0,4.877490138720827,,
403,404.0,4.877438901322071,,
404,405.0,4.877388429364624,,
405,406.0,4.877338713271515,,
406,407.0,4.8772897436233045,,
407,408.0,4.8772415121779416,,
408,409.0,4.877194007242533,,
409,410.0,4.877147217868656,,
410,411.0,4.877101133568476,,
411,412.0,4.877055745105116,,
412,413.0,4.877011041244971,,
413,414.0,4.8769670129788905,,
414,415.0,4.8769236503235565,,
415,416.0,4.876880943051288,,
416,417.0,4.87683888108095,,
417,418.0,4.876797455157392,,
418,419.0,4.8767566553982,,
419,420.0,4.876716472364652,,
420,421.0,4.876676897378744,,
421,422.0,4.8766379207547645,,
422,423.0,4.876599533579354,,
423,424.0,4.8765617272336765,,
424,425.0,4.876524493207941,,
425,426.0,4.876487822924238,,
426,427.0,4.8764517077840654,,
427,428.0,4.876416139450413,,
428,429.0,4.876381110299276,,
429,430.0,4.876346611720017,,
430,431.0,4.876312636003848,,
431,432.0,4.876279174777104,,
432,433.0,4.876246220444936,,
433,434.0,4.8762137645039045,,
434,435.0,4.876181799844111,,
435,436.0,4.876150319049,,
436,437.0,4.876119314692048,,
437,438.0,4.87608878055093,,
438,439.0,4.876058707898577,,
439,440.0,4.876029089931836,,
440,441.0,4.875999919555885,,
441,442.0,4.8759711891385455,,
442,443.0,4.875942893473758,,
443,444.0,4.87591502560677,,
444,445.0,4.875887579942148,,
445,446.0,4.8758605499460925,,
446,447.0,4.875833929268332,,
447,448.0,4.875807711853421,,
448,449.0,4.875781892297907,,
449,450.0,4.875756468527353,,
450,451.0,4.875731427829481,,
451,452.0,4.875706765894249,,
452,453.0,4.87568247795374,,
453,454.0,4.8756585578815725,,
454,455.0,4.875635000032327,,
455,456.0,4.8756117995716295,,
456,457.0,4.875588950520315,,
457,458.0,4.87556644808849,,
458,459.0,4.8755442867405385,,
459,460.0,4.8755224624752715,,
460,461.0,4.875500972370966,,
461,462.0,4.875479808032369,,
462,463.0,4.875458964368125,,
463,464.0,4.875438436605444,,
464,465.0,4.875418220385237,,
465,466.0,4.875398312073802,,
466,467.0,4.875378706239516,,
467,468.0,4.875359397514405,,
468,469.0,4.875340381188128,,
469,470.0,4.8753216541288475,,
470,471.0,4.8753032110072185,,
471,472.0,4.875285047339968,,
472,473.0,4.875267159000961,,
473,474.0,4.875249541459757,,
474,475.0,4.875232190318422,,
475,476.0,4.875215102191399,,
476,477.0,4.875198273522187,,
477,478.0,4.875181700348321,,
478,479.0,4.875165379172403,,
479,480.0,4.875149305308824,,
480,481.0,4.875133474006935,,
481,482.0,4.875117881910587,,
482,483.0,4.875102525650197,,
483,484.0,4.87508740139151,,
484,485.0,4.875072505707166,,
485,486.0,4.875057834545812,,
486,487.0,4.875043385737512,,
487,488.0,4.875029155595716,,
488,489.0,4.875015140174164,,
489,490.0,4.8750013361098175,,
490,491.0,4.8749877406570725,,
491,492.0,4.874974350340224,,
492,493.0,4.874961162858776,,
493,494.0,4.87494817494727,,
494,495.0,4.874935383646118,,
495,496.0,4.874922786423912,,
496,497.0,4.874910379263563,,
497,498.0,4.874898159901945,,
498,499.0,4.8748861253902644,,
499,500.0,4.8748742726826535,,
500,501.0,4.8748625990750405,,
501,502.0,4.874851102083671,,
502,503.0,4.874839778667235,,
503,504.0,4.874828626023577,,
504,505.0,4.874817642536573,,
505,506.0,4.874806825546807,,
506,507.0,4.874796172437329,,
507,508.0,4.874785679992703,,
508,509.0,4.874775346045487,,
509,510.0,4.874765167742345,,
510,511.0,4.874755143191735,,
511,512.0,4.874745269844145,,
512,513.0,4.874735544760898,,
513,514.0,4.874725965825196,,
514,515.0,4.874716530628668,,
515,516.0,4.874707237624488,,
516,517.0,4.874698084937008,,
517,518.0,4.874689069634912,,
518,519.0,4.874680191136584,,
519,520.0,4.87467144669417,,
520,521.0,4.874662834154914,,
521,522.0,4.874654351629686,,
522,523.0,4.874645996758077,,
523,524.0,4.874637767713604,,
524,525.0,4.874629662323372,,
525,526.0,4.874621679543126,,
526,527.0,4.874613817375352,,
527,528.0,4.874606074274132,,
528,529.0,4.874598448820128,,
529,530.0,4.874590938685441,,
530,531.0,4.874583542798137,,
531,532.0,4.874576258571732,,
532,533.0,4.87456908441651,,
533,534.0,4.874562019254683,,
534,535.0,4.874555061029967,,
535,536.0,4.87454820821116,,
536,537.0,4.8745414595755,,
537,538.0,4.874534812533485,,
538,539.0,4.874528266806628,,
539,540.0,4.8745218205359535,,
540,541.0,4.874515472223839,,
541,542.0,4.874509219964921,,
542,543.0,4.874503062568293,,
543,544.0,4.874496998739799,,
544,545.0,4.874491026531583,,
545,546.0,4.874485145089885,,
546,547.0,4.874479352754486,,
547,548.0,4.874473648217236,,
548,549.0,4.874468030050561,,
549,550.0,4.874462497252692,,
550,551.0,4.874457048172002,,
551,552.0,4.874451680752992,,
552,553.0,4.874446394375656,,
553,554.0,4.874441188309933,,
554,555.0,4.874436060192136,,
555,556.0,4.874431009732502,,
556,557.0,4.8744260352246656,,
557,558.0,4.8744211363816365,,
558,559.0,4.874416311543025,,
559,560.0,4.874411559240022,,
560,561.0,4.874406879068973,,
561,562.0,4.874402269236951,,
562,563.0,4.874397728471612,,
563,564.0,4.874393255842274,,
564,565.0,4.874388851252284,,
565,566.0,4.874384513115017,,
566,567.0,4.874380240591797,,
567,568.0,4.874376032774017,,
568,569.0,4.874371888740088,,
569,570.0,4.874367807159024,,
570,571.0,4.874363787513065,,
571,572.0,4.874359828633144,,
572,573.0,4.874355930365139,,
573,574.0,4.874352091122212,,
574,575.0,4.874348310157227,,
575,576.0,4.874344586667088,,
576,577.0,4.874340919126249,,
577,578.0,4.8743373074947165,,
578,579.0,4.874333750634672,,
579,580.0,4.874330247721858,,
580,581.0,4.874326797759561,,
581,582.0,4.8743233999400974,,
582,583.0,4.87432005330857,,
583,584.0,4.874316757389101,,
584,585.0,4.87431351183574,,
585,586.0,4.874310315795346,,
586,587.0,4.874307167952249,,
587,588.0,4.874304067862028,,
588,589.0,4.874301014701886,,
589,590.0,4.874298008479999,,
590,591.0,4.874295047144098,,
591,592.0,4.874292130922677,,
592,593.0,4.874289259319724,,
593,594.0,4.8742864316818295,,
594,595.0,4.874283647104134,,
595,596.0,4.8742809042836335,,
596,597.0,4.874278203448177,,
597,598.0,4.874275543493944,,
598,599.0,4.874272924475204,,
599,600.0,4.874270345112944,,
600,601.0,4.8742678046843295,,
601,602.0,4.874265302590153,,
602,603.0,4.874262838987181,,
603,604.0,4.874260412504379,,
604,605.0,4.874258023060119,,
605,606.0,4.874255669723247,,
606,607.0,4.874253352180599,,
607,608.0,4.874251070028121,,
608,609.0,4.874248822350202,,
609,610.0,4.874246608680439,,
610,611.0,4.874244428033053,,
611,612.0,4.874242280542922,,
612,613.0,4.874240164924528,,
613,614.0,4.874238081106708,,
614,615.0,4.874236028981852,,
615,616.0,4.874234007592843,,
616,617.0,4.874232015799008,,
617,618.0,4.874230053601155,,
618,619.0,4.874228121059482,,
619,620.0,4.8742262175127244,,
620,621.0,4.874224342871421,,
621,622.0,4.874222496487771,,
622,623.0,4.874220677820299,,
623,624.0,4.874218886368318,,
624,625.0,4.8742171218460495,,
625,626.0,4.874215383548169,,
626,627.0,4.8742136724535055,,
627,628.0,4.874211988142355,,
628,629.0,4.874210329500384,,
629,630.0,4.874208695731161,,
630,631.0,4.874207086438027,,
631,632.0,4.874205501447203,,
632,633.0,4.8742039406550335,,
633,634.0,4.874202403172613,,
634,635.0,4.874200888498617,,
635,636.0,4.874199396797213,,
636,637.0,4.874197927686796,,
637,638.0,4.874196480580519,,
638,639.0,4.874195054864767,,
639,640.0,4.874193650473752,,
640,641.0,4.874192267680616,,
641,642.0,4.874190905684865,,
642,643.0,4.874189564427373,,
643,644.0,4.874188242968209,,
644,645.0,4.874186941657966,,
645,646.0,4.874185659365688,,
646,647.0,4.874184396109025,,
647,648.0,4.874183151534796,,
648,649.0,4.8741819258788714,,
649,650.0,4.874180718734987,,
650,651.0,4.874179529648177,,
651,652.0,4.874178358730296,,
652,653.0,4.874177205130593,,
653,654.0,4.874176069766061,,
654,655.0,4.874174951037647,,
655,656.0,4.874173850121106,,
656,657.0,4.8741727656105045,,
657,658.0,4.874171697181742,,
658,659.0,4.874170645356845,,
659,660.0,4.8741696096120535,,
660,661.0,4.874168589349632,,
661,662.0,4.874167584759441,,
662,663.0,4.8741665944060175,,
663,664.0,4.874165619123217,,
664,665.0,4.874164658330334,,
665,666.0,4.874163712345399,,
666,667.0,4.8741627814813455,,
667,668.0,4.874161864897692,,
668,669.0,4.874160961997421,,
669,670.0,4.874160073318232,,
670,671.0,4.874159197736889,,
671,672.0,4.874158335897371,,
672,673.0,4.874157486745633,,
673,674.0,4.874156650743016,,
674,675.0,4.874155827300169,,
675,676.0,4.874155015887777,,
676,677.0,4.874154216419358,,
677,678.0,4.874153429559691,,
678,679.0,4.8741526543098175,,
679,680.0,4.8741518907541455,,
680,681.0,4.874151138188911,,
681,682.0,4.874150397030037,,
682,683.0,4.874149667510372,,
683,684.0,4.874148949532967,,
684,685.0,4.874148242121394,,
685,686.0,4.874147545694194,,
686,687.0,4.8741468598962925,,
687,688.0,4.874146184116604,,
688,689.0,4.874145518513512,,
689,690.0,4.8741448630595325,,
690,691.0,4.874144217099162,,
691,692.0,4.8741435808322535,,
692,693.0,4.8741429541014405,,
693,694.0,4.874142336975876,,
694,695.0,4.874141729131228,,
695,696.0,4.87414113085539,,
696,697.0,4.874140541847245,,
697,698.0,4.8741399614042304,,
698,699.0,4.874139389629102,,
699,700.0,4.8741388270288,,
700,701.0,4.874138273040883,,
701,702.0,4.874137727808078,,
702,703.0,4.874137190709626,,
703,704.0,4.87413666178427,,
704,705.0,4.874136140471541,,
705,706.0,4.87413562732218,,
706,707.0,4.874135122221604,,
707,708.0,4.8741346250398285,,
708,709.0,4.874134135159958,,
709,710.0,4.874133652657833,,
710,711.0,4.874133177372328,,
711,712.0,4.874132708702224,,
712,713.0,4.874132246858416,,
713,714.0,4.87413179195724,,
714,715.0,4.874131344133181,,
715,716.0,4.874130903446994,,
716,717.0,4.874130469283739,,
717,718.0,4.8741300419103135,,
718,719.0,4.874129620940543,,
719,720.0,4.87412920633928,,
720,721.0,4.87412879822757,,
721,722.0,4.874128396139765,,
722,723.0,4.874127999652813,,
723,724.0,4.87412760920875,,
724,725.0,4.874127224295331,,
725,726.0,4.8741268452688224,,
726,727.0,4.874126472075553,,
727,728.0,4.8741261044968285,,
728,729.0,4.874125742299772,,
729,730.0,4.874125386109451,,
730,731.0,4.874125035265553,,
731,732.0,4.874124689553497,,
732,733.0,4.874124349293995,,
733,734.0,4.8741240142882685,,
734,735.0,4.874123684037856,,
735,736.0,4.874123358690883,,
736,737.0,4.874123038545236,,
737,738.0,4.874122723360036,,
738,739.0,4.874122412889102,,
739,740.0,4.874122106891516,,
740,741.0,4.874121805562955,,
741,742.0,4.874121508760952,,
742,743.0,4.874121216960412,,
743,744.0,4.874120929032318,,
744,745.0,4.874120645106343,,
745,746.0,4.874120365530377,,
746,747.0,4.874120090659666,,
747,748.0,4.874119820086733,,
748,749.0,4.874119553160038,,
749,750.0,4.874119291251136,,
750,751.0,4.874119033039336,,
751,752.0,4.874118778590825,,
752,753.0,4.874118527911815,,
753,754.0,4.8741182806930246,,
754,755.0,4.87411803744018,,
755,756.0,4.874117797731194,,
756,757.0,4.874117561920441,,
757,758.0,4.87411732956836,,
758,759.0,4.87411710100306,,
759,760.0,4.874116875644594,,
760,761.0,4.87411665378197,,
761,762.0,4.874116435128331,,
762,763.0,4.874116219799378,,
763,764.0,4.874116007430329,,
764,765.0,4.874115798508409,,
765,766.0,4.874115592806334,,
766,767.0,4.874115390109883,,
767,768.0,4.874115190533105,,
768,769.0,4.874114993786062,,
769,770.0,4.874114800140906,,
770,771.0,4.874114609538302,,
771,772.0,4.874114421826448,,
772,773.0,4.874114236989197,,
773,774.0,4.8741140547637904,,
774,775.0,4.874113875499331,,
775,776.0,4.874113698948512,,
776,777.0,4.874113525189788,,
777,778.0,4.874113354091628,,
778,779.0,4.874113185435433,,
779,780.0,4.874113018994711,,
780,781.0,4.874112854989951,,
781,782.0,4.8741126934034185,,
782,783.0,4.874112534391204,,
783,784.0,4.874112377791246,,
784,785.0,4.874112223550604,,
785,786.0,4.87411207176984,,
786,787.0,4.874111922712161,,
787,788.0,4.874111775825758,,
788,789.0,4.8741116311431485,,
789,790.0,4.87411148872168,,
790,791.0,4.874111348209359,,
791,792.0,4.874111209704561,,
792,793.0,4.874111073115987,,
793,794.0,4.874110938818832,,
794,795.0,4.8741108063473435,,
795,796.0,4.8741106760248325,,
796,797.0,4.874110548029262,,
797,798.0,4.8741104220112295,,
798,799.0,4.874110297795191,,
799,800.0,4.874110175532622,,
800,801.0,4.874110054928225,,
801,802.0,4.874109935871116,,
802,803.0,4.874109818330095,,
803,804.0,4.874109702926329,,
804,805.0,4.874109589116719,,
805,806.0,4.874109476891419,,
806,807.0,4.874109366294126,,
807,808.0,4.874109257328983,,
808,809.0,4.87410915011956,,
809,810.0,4.874109044489395,,
810,811.0,4.874108940008547,,
811,812.0,4.8741088372551165,,
812,813.0,4.874108736210697,,
813,814.0,4.874108636262126,,
814,815.0,4.87410853798211,,
815,816.0,4.874108441295723,,
816,817.0,4.874108346111287,,
817,818.0,4.874108252827549,,
818,819.0,4.874108160989895,,
819,820.0,4.874108070412669,,
820,821.0,4.8741079810308285,,
821,822.0,4.874107892618909,,
822,823.0,4.874107805628324,,
823,824.0,4.8741077196175615,,
824,825.0,4.874107634789272,,
825,826.0,4.874107551645838,,
826,827.0,4.874107469955237,,
827,828.0,4.874107389597244,,
828,829.0,4.874107310644075,,
829,830.0,4.874107232875874,,
830,831.0,4.874107156294087,,
831,832.0,4.87410708073121,,
832,833.0,4.874107006630159,,
833,834.0,4.874106933590239,,
834,835.0,4.874106861285489,,
835,836.0,4.874106790532689,,
836,837.0,4.874106721007231,,
837,838.0,4.874106652181881,,
838,839.0,4.874106584565824,,
839,840.0,4.8741065182972685,,
840,841.0,4.874106453274704,,
841,842.0,4.874106388552856,,
842,843.0,4.8741063250839725,,
843,844.0,4.874106262514697,,
844,845.0,4.8741062006470335,,
845,846.0,4.874106139319894,,
846,847.0,4.874106079320383,,
847,848.0,4.874106019883715,,
848,849.0,4.874105961170601,,
849,850.0,4.87410590378385,,
850,851.0,4.87410584673899,,
851,852.0,4.874105790536185,,
852,853.0,4.874105735030958,,
853,854.0,4.8741056809683485,,
854,855.0,4.874105627139503,,
855,856.0,4.874105574686047,,
856,857.0,4.874105522619738,,
857,858.0,4.874105471718316,,
858,859.0,4.874105421443826,,
859,860.0,4.874105372170641,,
860,861.0,4.8741053233912215,,
